gender;f;a0;a1;a2;p0;p1;q0;q1;agebound;l0;l1;m0;m1;s0;s1
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;4;-0.000000000000000305;-0.000000000000000305;0.0908554;0.067300912;0.071270444;0.087255232
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;4.25;-0.000000000000000305;-0.000000000000000305;0.067300912;0.045093151;0.087255232;0.102326091
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;4.5;-0.000000000000000305;-0.000000000000000305;0.045093151;0.024086411;0.102326091;0.116581901
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;4.75;-0.000000000000000305;-0.000000000000000305;0.024086411;0.004157807;0.116581901;0.130101933
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;5;-0.000000000000000305;-0.000000000000000305;0.004157807;-0.014745764;0.130101933;0.142507707
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;5.25;-0.000000000000000305;-0.000000000000000305;-0.014745764;-0.032604745;0.142507707;0.153283122
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;5.5;-0.000000000000000305;-0.000000000000000305;-0.032604745;-0.049374252;0.153283122;0.162157287
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;5.75;-0.000000000000000305;-0.000000000000000305;-0.049374252;-0.064638392;0.162157287;0.168869712
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;6;-0.000000000000000305;-0.000000000000000305;-0.064638392;-0.077904237;0.168869712;0.17320804
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;6.25;-0.000000000000000305;-0.000000000000000305;-0.077904237;-0.088803022;0.17320804;0.175031485
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;6.5;-0.000000000000000305;-0.000000000000000305;-0.088803022;-0.097268729;0.175031485;0.174357186
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;6.75;-0.000000000000000305;-0.000000000000000305;-0.097268729;-0.10366659;0.174357186;0.171425053
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;7;-0.000000000000000305;-0.000000000000000305;-0.10366659;-0.108354942;0.171425053;0.166471586
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;7.25;-0.000000000000000305;-0.000000000000000305;-0.108354942;-0.111636248;0.166471586;0.159704031
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;7.5;-0.000000000000000305;-0.000000000000000305;-0.111636248;-0.113763106;0.159704031;0.151334466
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;7.75;-0.000000000000000305;-0.000000000000000305;-0.113763106;-0.114941469;0.151334466;0.141618913
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;8;-0.000000000000000305;-0.000000000000000305;-0.114941469;-0.115345953;0.141618913;0.130787901
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;8.25;-0.000000000000000305;-0.000000000000000305;-0.115345953;-0.115126097;0.130787901;0.119039755
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;8.5;-0.000000000000000305;-0.000000000000000305;-0.115126097;-0.114410932;0.119039755;0.106543018
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;8.75;-0.000000000000000305;-0.000000000000000305;-0.114410932;-0.113330329;0.106543018;0.093376656
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;9;-0.000000000000000305;-0.000000000000000305;-0.113330329;-0.112015857;0.093376656;0.079539819
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;9.25;-0.000000000000000305;-0.000000000000000305;-0.112015857;-0.110581083;0.079539819;0.065031782
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;9.5;-0.000000000000000305;-0.000000000000000305;-0.110581083;-0.109123155;0.065031782;0.04985537
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;9.75;-0.000000000000000305;-0.000000000000000305;-0.109123155;-0.107725172;0.04985537;0.034016207
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;10;-0.000000000000000305;-0.000000000000000305;-0.107725172;-0.106427457;0.034016207;0.017565811
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;10.25;-0.000000000000000305;-0.000000000000000305;-0.106427457;-0.105152659;0.017565811;0.00070996
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;10.5;-0.000000000000000305;-0.000000000000000305;-0.105152659;-0.103808242;0.00070996;-0.016335337
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;10.75;-0.000000000000000305;-0.000000000000000305;-0.103808242;-0.102314293;-0.016335337;-0.033381963
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;11;-0.000000000000000305;-0.000000000000000305;-0.102314293;-0.100601856;-0.033381963;-0.050266105
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;11.25;-0.000000000000000305;-0.000000000000000305;-0.100601856;-0.098611516;-0.050266105;-0.066845198
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;11.5;-0.000000000000000305;-0.000000000000000305;-0.098611516;-0.096288081;-0.066845198;-0.082991325
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;11.75;-0.000000000000000305;-0.000000000000000305;-0.096288081;-0.09354532;-0.082991325;-0.098555901
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;12;-0.000000000000000305;-0.000000000000000305;-0.09354532;-0.090287614;-0.098555901;-0.113389473
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;12.25;-0.000000000000000305;-0.000000000000000305;-0.090287614;-0.08643185;-0.113389473;-0.127361896
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;12.5;-0.000000000000000305;-0.000000000000000305;-0.08643185;-0.081906168;-0.127361896;-0.140360276
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;12.75;-0.000000000000000305;-0.000000000000000305;-0.081906168;-0.076648638;-0.140360276;-0.152286962
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;13;-0.000000000000000305;-0.000000000000000305;-0.076648638;-0.070606099;-0.152286962;-0.163057778
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;13.25;-0.000000000000000305;-0.000000000000000305;-0.070606099;-0.063735044;-0.163057778;-0.172602004
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;13.5;-0.000000000000000305;-0.000000000000000305;-0.063735044;-0.056059403;-0.172602004;-0.180908212
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;13.75;-0.000000000000000305;-0.000000000000000305;-0.056059403;-0.0476736;-0.180908212;-0.188026156
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;14;-0.000000000000000305;-0.000000000000000305;-0.0476736;-0.038668011;-0.188026156;-0.194006316
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;14.25;-0.000000000000000305;-0.000000000000000305;-0.038668011;-0.029125189;-0.194006316;-0.198896418
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;14.5;-0.000000000000000305;-0.000000000000000305;-0.029125189;-0.019120579;-0.198896418;-0.202741616
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;14.75;-0.000000000000000305;-0.000000000000000305;-0.019120579;-0.008723172;-0.202741616;-0.205584674
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;15;-0.000000000000000305;-0.000000000000000305;-0.008723172;0.002003914;-0.205584674;-0.207466117
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;15.25;-0.000000000000000305;-0.000000000000000305;0.002003914;0.013002919;-0.207466117;-0.208424385
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;15.5;-0.000000000000000305;-0.000000000000000305;0.013002919;0.024212373;-0.208424385;-0.208503029
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;15.75;-0.000000000000000305;-0.000000000000000305;0.024212373;0.035541633;-0.208503029;-0.207771466
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;16;-0.000000000000000305;-0.000000000000000305;0.035541633;0.046899383;-0.207771466;-0.206301308
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;16.25;-0.000000000000000305;-0.000000000000000305;0.046899383;0.058202391;-0.206301308;-0.204158962
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;16.5;-0.000000000000000305;-0.000000000000000305;0.058202391;0.069374817;-0.204158962;-0.201406049
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;16.75;-0.000000000000000305;-0.000000000000000305;0.069374817;0.080347575;-0.201406049;-0.198099781
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;17;-0.000000000000000305;-0.000000000000000305;0.080347575;0.09105776;-0.198099781;-0.194293303
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;17.25;-0.000000000000000305;-0.000000000000000305;0.09105776;0.101448129;-0.194293303;-0.190036006
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;17.5;-0.000000000000000305;-0.000000000000000305;0.101448129;0.111466628;-0.190036006;-0.185373816
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;17.75;-0.000000000000000305;-0.000000000000000305;0.111466628;0.121065963;-0.185373816;-0.180349475
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;18;-0.000000000000000305;-0.000000000000000305;0.121065963;0.130204394;-0.180349475;-0.175009645
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;18.25;-0.000000000000000305;-0.000000000000000305;0.130204394;0.138846506;-0.175009645;-0.169411668
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;18.5;-0.000000000000000305;-0.000000000000000305;0.138846506;0.146960577;-0.169411668;-0.163610431
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;18.75;-0.000000000000000305;-0.000000000000000305;0.146960577;0.154517994;-0.163610431;-0.157656833
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;19;-0.000000000000000305;-0.000000000000000305;0.154517994;0.161492987;-0.157656833;-0.151598041
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;19.25;-0.000000000000000305;-0.000000000000000305;0.161492987;0.167862407;-0.151598041;-0.145477781
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;19.5;-0.000000000000000305;-0.000000000000000305;0.167862407;0.173605514;-0.145477781;-0.139336581
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;19.75;-0.000000000000000305;-0.000000000000000305;0.173605514;0.178703784;-0.139336581;-0.133212003
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;20;-0.000000000000000305;-0.000000000000000305;0.178703784;0.183140738;-0.133212003;-0.127138859
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;20.25;-0.000000000000000305;-0.000000000000000305;0.183140738;0.186901771;-0.127138859;-0.121149397
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;20.5;-0.000000000000000305;-0.000000000000000305;0.186901771;0.189973998;-0.121149397;-0.115273499
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;20.75;-0.000000000000000305;-0.000000000000000305;0.189973998;0.192352894;-0.115273499;-0.109535437
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;21;-0.000000000000000305;-0.000000000000000305;0.192352894;0.194068845;-0.109535437;-0.103940641
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;21.25;-0.000000000000000305;-0.000000000000000305;0.194068845;0.195161574;-0.103940641;-0.098488618
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;21.5;-0.000000000000000305;-0.000000000000000305;0.195161574;0.19566867;-0.098488618;-0.093178788
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;21.75;-0.000000000000000305;-0.000000000000000305;0.19566867;0.19562572;-0.093178788;-0.08801049
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;22;-0.000000000000000305;-0.000000000000000305;0.19562572;0.195066433;-0.08801049;-0.082982986
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;22.25;-0.000000000000000305;-0.000000000000000305;0.195066433;0.194022747;-0.082982986;-0.078095472
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;22.5;-0.000000000000000305;-0.000000000000000305;0.194022747;0.19252493;-0.078095472;-0.073347083
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;22.75;-0.000000000000000305;-0.000000000000000305;0.19252493;0.190601684;-0.073347083;-0.068736901
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;23;-0.000000000000000305;-0.000000000000000305;0.190601684;0.188280226;-0.068736901;-0.064263958
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;23.25;-0.000000000000000305;-0.000000000000000305;0.188280226;0.185586377;-0.064263958;-0.059927244
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;23.5;-0.000000000000000305;-0.000000000000000305;0.185586377;0.18254464;-0.059927244;-0.055725709
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;23.75;-0.000000000000000305;-0.000000000000000305;0.18254464;0.179178271;-0.055725709;-0.051658273
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;24;-0.000000000000000305;-0.000000000000000305;0.179178271;0.175511356;-0.051658273;-0.047722726
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;24.25;-0.000000000000000305;-0.000000000000000305;0.175511356;0.171580097;-0.047722726;-0.043909603
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;24.5;-0.000000000000000305;-0.000000000000000305;0.171580097;0.167424176;-0.043909603;-0.040206937
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;24.75;-0.000000000000000305;-0.000000000000000305;0.167424176;0.163081098;-0.040206937;-0.036603391
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;25;-0.000000000000000305;-0.000000000000000305;0.163081098;0.158586297;-0.036603391;-0.033088227
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;25.25;-0.000000000000000305;-0.000000000000000305;0.158586297;0.153973251;-0.033088227;-0.029651278
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;25.5;-0.000000000000000305;-0.000000000000000305;0.153973251;0.149273587;-0.029651278;-0.026282913
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;25.75;-0.000000000000000305;-0.000000000000000305;0.149273587;0.144517189;-0.026282913;-0.022974011
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;26;-0.000000000000000305;-0.000000000000000305;0.144517189;0.13973229;-0.022974011;-0.01971593
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;26.25;-0.000000000000000305;-0.000000000000000305;0.13973229;0.134945561;-0.01971593;-0.016500485
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;26.5;-0.000000000000000305;-0.000000000000000305;0.134945561;0.130182198;-0.016500485;-0.013319922
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;26.75;-0.000000000000000305;-0.000000000000000305;0.130182198;0.125465998;-0.013319922;-0.010166894
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;27;-0.000000000000000305;-0.000000000000000305;0.125465998;0.120819438;-0.010166894;-0.007034443
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;27.25;-0.000000000000000305;-0.000000000000000305;0.120819438;0.116263743;-0.007034443;-0.003915975
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;27.5;-0.000000000000000305;-0.000000000000000305;0.116263743;0.111818952;-0.003915975;-0.000805245
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;27.75;-0.000000000000000305;-0.000000000000000305;0.111818952;0.1075028;-0.000805245;0.0023034
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;28;-0.000000000000000305;-0.000000000000000305;0.1075028;0.10331904;0.0023034;0.00541242
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;28.25;-0.000000000000000305;-0.000000000000000305;0.10331904;0.099263128;0.00541242;0.008522356
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;28.5;-0.000000000000000305;-0.000000000000000305;0.099263128;0.09533057;0.008522356;0.01163369
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;28.75;-0.000000000000000305;-0.000000000000000305;0.09533057;0.091517038;0.01163369;0.014746876
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;29;-0.000000000000000305;-0.000000000000000305;0.091517038;0.087818366;0.014746876;0.017862344
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;29.25;-0.000000000000000305;-0.000000000000000305;0.087818366;0.084230542;0.017862344;0.020980497
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;29.5;-0.000000000000000305;-0.000000000000000305;0.084230542;0.080749703;0.020980497;0.024101717
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;29.75;-0.000000000000000305;-0.000000000000000305;0.080749703;0.077372125;0.024101717;0.027226361
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;30;-0.000000000000000305;-0.000000000000000305;0.077372125;0.074094222;0.027226361;0.030354767
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;30.25;-0.000000000000000305;-0.000000000000000305;0.074094222;0.070912533;0.030354767;0.033487252
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;30.5;-0.000000000000000305;-0.000000000000000305;0.070912533;0.067823727;0.033487252;0.036624115
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;30.75;-0.000000000000000305;-0.000000000000000305;0.067823727;0.064824587;0.036624115;0.039765636
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;31;-0.000000000000000305;-0.000000000000000305;0.064824587;0.061912014;0.039765636;0.042912078
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;31.25;-0.000000000000000305;-0.000000000000000305;0.061912014;0.059083016;0.042912078;0.046063688
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;31.5;-0.000000000000000305;-0.000000000000000305;0.059083016;0.056334707;0.046063688;0.049220697
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;31.75;-0.000000000000000305;-0.000000000000000305;0.056334707;0.053664301;0.049220697;0.052383324
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;32;-0.000000000000000305;-0.000000000000000305;0.053664301;0.051069152;0.052383324;0.055551802
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;32.25;-0.000000000000000305;-0.000000000000000305;0.051069152;0.048544731;0.055551802;0.058724767
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;32.5;-0.000000000000000305;-0.000000000000000305;0.048544731;0.046082266;0.058724767;0.061897347
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;32.75;-0.000000000000000305;-0.000000000000000305;0.046082266;0.043672434;0.061897347;0.065064148
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;33;-0.000000000000000305;-0.000000000000000305;0.043672434;0.041306351;0.065064148;0.06822005
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;33.25;-0.000000000000000305;-0.000000000000000305;0.041306351;0.038975511;0.06822005;0.071360164
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;33.5;-0.000000000000000305;-0.000000000000000305;0.038975511;0.036671771;0.071360164;0.074479822
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;33.75;-0.000000000000000305;-0.000000000000000305;0.036671771;0.034387336;0.074479822;0.077574567
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;34;-0.000000000000000305;-0.000000000000000305;0.034387336;0.032114742;0.077574567;0.080640144
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;34.25;-0.000000000000000305;-0.000000000000000305;0.032114742;0.029846845;0.080640144;0.08367249
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;34.5;-0.000000000000000305;-0.000000000000000305;0.029846845;0.027576807;0.08367249;0.086667728
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;34.75;-0.000000000000000305;-0.000000000000000305;0.027576807;0.025298079;0.086667728;0.089622159
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;35;-0.000000000000000305;-0.000000000000000305;0.025298079;0.023004396;0.089622159;0.092532252
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;35.25;-0.000000000000000305;-0.000000000000000305;0.023004396;0.020689762;0.092532252;0.09539464
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;35.5;-0.000000000000000305;-0.000000000000000305;0.020689762;0.018348436;0.09539464;0.09820611
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;35.75;-0.000000000000000305;-0.000000000000000305;0.018348436;0.015974927;0.09820611;0.100963601
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;36;-0.000000000000000305;-0.000000000000000305;0.015974927;0.013563979;0.100963601;0.103664192
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;36.25;-0.000000000000000305;-0.000000000000000305;0.013563979;0.011110567;0.103664192;0.106305101
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;36.5;-0.000000000000000305;-0.000000000000000305;0.011110567;0.008609882;0.106305101;0.108883676
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;36.75;-0.000000000000000305;-0.000000000000000305;0.008609882;0.006057323;0.108883676;0.111397393
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;37;-0.000000000000000305;-0.000000000000000305;0.006057323;0.003448496;0.111397393;0.113843848
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;37.25;-0.000000000000000305;-0.000000000000000305;0.003448496;0.00077999;0.113843848;0.116220868
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;37.5;-0.000000000000000305;-0.000000000000000305;0.00077999;-0.001946328;0.116220868;0.118527137
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;37.75;-0.000000000000000305;-0.000000000000000305;-0.001946328;-0.004726641;0.118527137;0.120761705
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;38;-0.000000000000000305;-0.000000000000000305;-0.004726641;-0.007557258;0.120761705;0.12292368
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;38.25;-0.000000000000000305;-0.000000000000000305;-0.007557258;-0.010434614;0.12292368;0.125012227
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;38.5;-0.000000000000000305;-0.000000000000000305;-0.010434614;-0.013355267;0.125012227;0.127026562
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;38.75;-0.000000000000000305;-0.000000000000000305;-0.013355267;-0.016315894;0.127026562;0.128965953
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;39;-0.000000000000000305;-0.000000000000000305;-0.016315894;-0.019313285;0.128965953;0.130829718
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;39.25;-0.000000000000000305;-0.000000000000000305;-0.019313285;-0.022344341;0.130829718;0.132617219
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;39.5;-0.000000000000000305;-0.000000000000000305;-0.022344341;-0.025406067;0.132617219;0.134327865
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;39.75;-0.000000000000000305;-0.000000000000000305;-0.025406067;-0.028495573;0.134327865;0.135961106
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;40;-0.000000000000000305;-0.000000000000000305;-0.028495573;-0.031610066;0.135961106;0.137516434
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;40.25;-0.000000000000000305;-0.000000000000000305;-0.031610066;-0.034746849;0.137516434;0.13899338
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;40.5;-0.000000000000000305;-0.000000000000000305;-0.034746849;-0.037903317;0.13899338;0.140391513
1;FEF2575;-7.3353;1.5977;0.1511;-2.1431;0.3183;0.01683;0.07775;40.75;-0.000000000000000305;-0.000000000000000305;-0.037903317;-0.041076953;0.140391513;0.141710436
